Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score,performance_label
INT8140,2.23,4.0,0.0,85.17,High
INT8141,,1.0,51.14,67.02,Medium
INT8142,5.16,1.24,71.56,49.29,Low
INT8143,4.93,3.71,71.34,73.9,Medium
INT8144,3.66,1.22,6.28,54.91,Medium
INT8145,7.0,1.0,89.2,42.59,Low
INT8146,1.27,1.0,5.03,76.1,High
INT8147,2.58,5.0,95.77,93.11,High
INT8148,6.81,3.91,42.95,52.27,Medium
INT8149,2.63,1.52,51.38,71.31,Medium
INT8150,2.98,5.0,74.31,90.04,High
INT8151,3.72,4.73,,75.15,High
INT8152,6.01,5.0,72.5,68.03,Medium
INT8153,1.21,3.53,35.15,69.49,Medium
INT8154,6.57,1.0,0.33,45.3,Low
INT8155,5.9,1.0,,46.3,Low
INT8156,2.28,2.53,21.28,72.93,Medium
INT8157,,4.66,55.21,63.71,Medium
INT8158,3.4,1.8,86.27,52.41,Medium
INT8159,3.16,2.06,61.85,58.04,Medium
INT8160,6.09,3.12,5.96,68.27,Medium
INT8161,7.0,1.68,74.97,64.66,Medium
INT8162,1.42,1.93,90.14,88.7,High
INT8163,3.85,4.05,41.33,81.86,High
INT8164,4.36,3.93,63.82,76.78,High
INT8165,3.4,3.53,9.03,84.36,High
INT8166,2.96,2.56,57.39,66.71,Medium
INT8167,1.42,4.73,3.23,99.23,High
INT8168,,4.08,70.3,71.89,Medium
INT8169,3.8,1.0,92.07,60.81,Medium
INT8170,2.21,2.97,53.09,57.72,Medium
INT8171,6.33,4.57,66.0,59.05,Medium
INT8172,5.94,5.0,57.12,66.4,Medium
INT8173,3.63,2.51,97.46,62.89,Medium
INT8174,,2.93,3.14,60.2,Medium
INT8175,4.63,3.53,61.75,75.38,High
INT8176,2.5,4.46,83.48,93.88,High
INT8177,2.31,1.0,67.54,75.66,High
INT8178,4.89,3.31,61.68,52.97,Medium
INT8179,1.71,2.64,4.92,87.87,High
INT8180,1.6,3.12,50.56,60.83,Medium
INT8181,1.31,2.51,1.72,98.12,High
INT8182,1.68,1.23,94.97,63.46,Medium
INT8183,1.66,1.0,95.15,70.29,Medium
INT8184,7.0,3.43,56.39,34.23,Low
INT8185,2.65,1.0,28.87,61.93,Medium
INT8186,2.37,3.05,70.4,59.22,Medium
INT8187,2.44,1.0,89.03,58.65,Medium
INT8188,6.78,2.02,80.59,68.51,Medium
INT8189,3.64,,75.69,57.75,Medium
INT8190,2.99,5.0,53.68,86.37,High
INT8191,6.63,1.0,54.81,49.15,Low
INT8192,3.63,5.0,73.88,73.52,Medium
INT8193,3.05,1.0,99.6,71.19,Medium
INT8194,2.64,1.0,54.42,64.32,Medium
INT8195,3.26,2.3,38.3,70.91,Medium
INT8196,2.97,2.24,0.0,71.68,Medium
INT8197,4.94,4.87,77.0,71.87,Medium
INT8198,2.86,5.0,78.69,84.09,High
INT8199,,2.68,42.02,75.69,High
INT8200,1.29,2.6,92.61,85.39,High
INT8201,2.62,4.0,69.49,95.38,High
INT8202,3.05,3.29,38.19,72.3,Medium
INT8203,,3.96,,67.1,Medium
INT8204,2.8,2.28,0.0,87.84,High
INT8205,4.8,1.0,62.97,44.98,Low
INT8206,2.43,1.28,90.83,67.51,Medium
INT8207,1.35,3.09,63.28,82.98,High
INT8208,1.4,1.89,50.54,82.11,High
INT8209,2.91,1.2,57.74,71.43,Medium
INT8210,2.2,3.94,99.28,95.03,High
INT8211,2.52,1.13,65.99,69.42,Medium
INT8212,5.68,1.8,55.44,41.85,Low
INT8213,1.0,1.0,2.79,60.11,Medium
INT8214,3.94,1.29,65.52,67.3,Medium
INT8215,3.56,2.75,51.88,70.3,Medium
INT8216,4.19,,75.57,56.23,Medium
INT8217,4.04,,60.69,68.88,Medium
INT8218,2.63,1.8,51.69,53.39,Medium
INT8219,3.02,1.2,35.28,55.75,Medium
INT8220,5.47,4.61,71.49,68.63,Medium
INT8221,6.32,,79.9,51.06,Medium
INT8222,1.87,1.69,53.1,77.97,High
INT8223,1.72,5.0,69.94,92.79,High
INT8224,6.66,5.0,20.91,68.76,Medium
INT8225,3.49,1.49,62.02,58.23,Medium
INT8226,4.55,3.75,57.53,63.62,Medium
INT8227,3.24,2.94,57.9,86.87,High
INT8228,1.92,2.1,,90.82,High
INT8229,4.53,5.0,57.94,74.69,Medium
INT8230,3.88,2.71,64.29,49.84,Low
INT8231,2.6,1.0,29.05,55.03,Medium
INT8232,3.74,3.16,40.49,73.89,Medium
INT8233,5.87,4.76,73.05,65.86,Medium
INT8234,5.03,3.08,66.51,59.9,Medium
INT8235,2.07,2.22,89.3,64.13,Medium
INT8236,4.38,4.67,54.7,64.13,Medium
INT8237,4.75,3.0,98.74,55.97,Medium
INT8238,5.66,1.8,27.41,36.82,Low
INT8239,5.21,1.0,88.65,54.44,Medium
INT8240,1.71,2.06,68.41,68.58,Medium
INT8241,5.76,3.17,93.26,68.88,Medium
INT8242,4.64,1.0,,46.0,Low
INT8243,1.22,1.88,1.59,58.01,Medium
INT8244,3.49,1.0,66.77,48.42,Low
INT8245,2.76,2.96,99.66,73.95,Medium
INT8246,5.47,4.44,99.28,78.88,High
INT8247,2.42,1.0,59.49,58.02,Medium
INT8248,4.28,2.24,43.86,73.79,Medium
INT8249,6.36,2.28,76.78,44.28,Low
INT8250,6.01,1.0,57.72,41.84,Low
INT8251,6.33,1.0,58.39,35.92,Low
INT8252,7.0,1.0,99.46,47.35,Low
INT8253,1.0,4.49,1.96,89.5,High
INT8254,4.5,4.45,2.38,54.63,Medium
INT8255,3.12,4.12,38.69,79.67,High
INT8256,5.76,3.0,32.44,42.15,Low
INT8257,2.31,1.0,40.07,64.41,Medium
INT8258,7.0,1.0,66.78,40.7,Low
INT8259,4.27,2.06,72.75,78.55,High
INT8260,5.47,1.22,58.32,50.71,Medium
INT8261,1.28,1.0,7.24,70.96,Medium
INT8262,2.22,3.01,53.52,66.61,Medium
INT8263,5.8,2.92,94.49,52.63,Medium
INT8264,1.38,5.0,9.73,90.33,High
INT8265,5.41,2.99,87.85,65.45,Medium
INT8266,1.23,3.15,1.53,89.4,High
INT8267,5.07,4.43,6.45,70.46,Medium
INT8268,3.21,2.06,64.56,73.15,Medium
INT8269,4.55,1.0,0.0,50.68,Medium
INT8270,5.48,,92.23,71.61,Medium
INT8271,2.89,3.22,64.31,59.46,Medium
INT8272,1.38,4.26,62.11,76.72,High
INT8273,1.23,2.52,59.92,83.94,High
INT8274,4.47,4.93,59.76,75.81,High
INT8275,3.83,5.0,11.27,72.22,Medium
INT8276,5.56,2.69,54.72,59.44,Medium
INT8277,4.44,2.4,81.01,57.63,Medium
INT8278,,2.18,75.67,66.62,Medium
INT8279,3.34,,55.7,48.72,Low
INT8280,1.46,3.68,2.69,88.13,High
INT8281,3.26,3.81,44.06,86.08,High
INT8282,6.73,1.86,60.86,43.92,Low
INT8283,6.34,2.95,39.42,33.42,Low
INT8284,3.21,2.7,74.61,67.27,Medium
INT8285,,5.0,54.58,76.38,High
INT8286,5.95,4.01,97.88,67.48,Medium
INT8287,3.26,1.0,0.0,52.15,Medium
INT8288,,3.9,5.91,91.65,High
INT8289,1.04,5.0,91.14,100.0,High
INT8290,3.73,1.0,43.86,54.72,Medium
INT8291,6.8,4.0,79.84,67.25,Medium
INT8292,5.53,2.6,63.86,56.9,Medium
INT8293,1.29,1.49,86.67,76.36,High
INT8294,2.41,1.0,86.15,81.87,High
INT8295,5.81,5.0,37.85,71.99,Medium
INT8296,6.19,3.44,62.05,61.91,Medium
INT8297,5.06,1.0,62.69,43.05,Low
INT8298,4.38,,69.14,80.11,High
INT8299,1.6,1.0,6.1,65.8,Medium
INT8300,,3.78,66.88,64.72,Medium
INT8301,6.17,,59.52,70.47,Medium
INT8302,2.84,1.8,53.29,65.85,Medium
INT8303,5.63,1.0,40.65,42.29,Low
INT8304,1.99,3.48,61.68,86.41,High
INT8305,1.06,1.68,1.54,83.07,High
INT8306,2.03,3.42,94.54,88.3,High
INT8307,1.68,,70.5,79.08,High
INT8308,3.26,4.71,51.35,75.0,High
INT8309,,3.72,84.75,75.96,High
INT8310,3.6,1.15,56.22,63.15,Medium
INT8311,4.14,2.25,25.35,52.72,Medium
INT8312,3.02,5.0,79.75,86.52,High
INT8313,1.44,1.0,7.94,85.31,High
INT8314,4.96,1.0,68.94,46.59,Low
INT8315,3.47,2.74,87.49,87.97,High
INT8316,3.18,3.99,42.9,80.01,High
INT8317,,1.8,83.84,40.59,Low
INT8318,5.97,5.0,75.86,80.68,High
INT8319,5.75,,62.42,55.97,Medium
INT8320,4.28,1.8,42.92,55.8,Medium
INT8321,1.93,2.75,58.56,70.54,Medium
INT8322,5.26,3.57,71.09,79.15,High
INT8323,2.47,5.0,36.51,89.0,High
INT8324,3.99,3.56,53.22,54.17,Medium
INT8325,1.75,1.83,99.4,77.9,High
INT8326,5.63,3.03,52.04,49.07,Low
INT8327,1.46,3.19,97.32,92.77,High
INT8328,5.94,1.0,33.7,34.77,Low
INT8329,5.82,1.8,34.9,36.94,Low
INT8330,3.55,4.52,56.7,74.42,Medium
INT8331,5.69,5.0,91.78,81.14,High
INT8332,4.7,4.6,94.02,73.59,Medium
INT8333,6.08,1.46,,58.0,Medium
INT8334,3.58,1.0,59.33,65.84,Medium
INT8335,5.77,2.35,56.36,50.9,Medium
INT8336,3.38,5.0,79.41,86.31,High
INT8337,6.93,3.87,75.32,69.58,Medium
INT8338,4.18,1.8,84.74,62.89,Medium
INT8339,3.59,2.34,65.26,58.49,Medium
INT8340,5.54,3.98,70.12,59.18,Medium
INT8341,5.65,4.25,51.07,50.87,Medium
INT8342,4.64,2.67,55.79,70.74,Medium
INT8343,2.33,5.0,71.16,89.08,High
INT8344,3.92,2.07,95.99,82.9,High
INT8345,6.55,2.82,82.09,53.7,Medium
INT8346,5.19,5.0,69.93,77.39,High
INT8347,5.42,2.0,63.18,65.76,Medium
INT8348,1.0,2.11,7.85,97.88,High
INT8349,3.5,3.83,50.81,79.49,High
INT8350,4.48,1.07,66.35,47.19,Low
INT8351,6.04,2.87,97.18,50.7,Medium
INT8352,1.16,3.56,2.37,99.84,High
INT8353,6.05,4.89,48.8,68.46,Medium
INT8354,4.38,4.0,60.18,77.3,High
INT8355,2.34,2.85,91.67,64.76,Medium
INT8356,3.05,3.31,60.21,69.39,Medium
INT8357,2.45,1.8,62.41,60.51,Medium
INT8358,4.5,3.82,59.59,60.06,Medium
INT8359,1.73,3.22,57.91,57.74,Medium
INT8360,1.77,,7.5,66.35,Medium
INT8361,5.4,,6.03,36.08,Low
INT8362,2.2,3.32,48.62,82.55,High
INT8363,2.82,1.44,97.72,75.88,High
INT8364,3.27,1.0,61.53,51.44,Medium
INT8365,3.6,3.89,50.3,50.21,Medium
INT8366,5.9,1.8,79.94,47.24,Low
INT8367,,5.0,75.39,91.2,High
INT8368,6.15,1.28,73.88,49.22,Low
INT8369,4.43,3.94,53.09,53.72,Medium
INT8370,2.04,5.0,72.72,88.59,High
INT8371,1.51,2.59,,77.3,High
INT8372,,2.84,0.65,73.98,Medium
INT8373,3.85,2.54,61.12,69.18,Medium
INT8374,5.19,5.0,40.25,79.52,High
INT8375,4.11,1.8,67.66,46.71,Low
INT8376,3.69,5.0,65.44,88.55,High
INT8377,1.64,5.0,98.94,98.82,High
INT8378,1.96,2.36,96.64,81.45,High
INT8379,4.27,4.45,78.73,75.19,High
INT8380,3.68,5.0,69.05,82.7,High
INT8381,4.3,1.03,,58.95,Medium
INT8382,2.4,1.8,67.8,67.21,Medium
INT8383,5.02,3.85,72.26,78.51,High
INT8384,6.01,1.14,97.95,65.03,Medium
INT8385,2.41,2.31,80.43,69.09,Medium
INT8386,4.3,3.85,60.65,70.96,Medium
INT8387,7.0,2.1,84.47,52.1,Medium
INT8388,3.41,1.0,26.44,53.22,Medium
INT8389,5.03,2.94,66.97,71.05,Medium
INT8390,1.34,4.73,61.38,80.14,High
INT8391,4.67,3.26,6.18,42.16,Low
INT8392,1.67,3.83,50.23,88.55,High
INT8393,6.42,1.7,94.04,43.55,Low
INT8394,4.84,2.63,64.8,55.04,Medium
INT8395,6.1,1.0,54.32,32.88,Low
INT8396,5.26,2.41,,54.7,Medium
INT8397,4.61,1.5,77.8,62.33,Medium
INT8398,3.75,2.21,99.65,74.56,Medium
INT8399,6.4,4.11,18.38,63.62,Medium
INT8400,6.39,1.8,4.94,31.56,Low
INT8401,4.1,,32.56,73.82,Medium
INT8402,6.56,4.89,42.25,61.18,Medium
INT8403,4.9,4.74,64.72,76.94,High
INT8404,4.25,4.96,65.13,70.37,Medium
INT8405,4.17,2.02,31.38,53.74,Medium
INT8406,2.11,1.0,65.71,58.27,Medium
INT8407,1.49,3.53,2.89,100.0,High
INT8408,2.83,5.0,52.1,82.59,High
INT8409,4.14,2.18,27.44,54.67,Medium
INT8410,3.13,4.27,90.43,81.86,High
INT8411,3.57,2.76,91.7,73.06,Medium
INT8412,7.0,4.0,55.58,61.03,Medium
INT8413,3.18,5.0,65.26,96.88,High
INT8414,3.61,,84.67,92.76,High
INT8415,1.94,3.47,63.63,84.93,High
INT8416,1.52,5.0,9.38,98.0,High
INT8417,5.17,2.67,4.86,46.43,Low
INT8418,4.01,3.32,57.5,69.93,Medium
INT8419,5.15,3.64,64.56,64.28,Medium
INT8420,1.63,4.65,79.0,100.0,High
INT8421,4.36,2.29,91.3,76.98,High
INT8422,2.82,2.94,68.18,55.36,Medium
INT8423,2.22,1.39,67.4,75.77,High
INT8424,1.0,4.55,8.26,85.41,High
INT8425,1.76,2.68,82.23,64.92,Medium
INT8426,3.36,3.38,87.58,70.75,Medium
INT8427,1.55,4.99,3.22,84.7,High
INT8428,7.0,4.1,79.32,53.78,Medium
INT8429,2.45,2.3,69.47,69.72,Medium
INT8430,1.45,1.8,85.82,65.65,Medium
INT8431,2.41,5.0,58.23,85.56,High
INT8432,4.53,3.8,28.69,72.16,Medium
INT8433,1.65,1.8,71.3,60.96,Medium
INT8434,6.53,4.86,,72.34,Medium
INT8435,6.52,2.96,78.67,66.27,Medium
INT8436,2.66,1.84,98.27,64.95,Medium
INT8437,3.81,2.28,27.99,60.68,Medium
INT8438,1.49,1.43,6.98,85.58,High
INT8439,4.77,1.81,70.95,63.1,Medium
INT8440,3.03,3.11,58.84,77.96,High
INT8441,2.69,2.5,90.6,77.88,High
INT8442,2.7,1.0,,64.98,Medium
INT8443,4.43,5.0,61.19,82.26,High
INT8444,3.24,1.77,82.08,57.74,Medium
INT8445,1.9,5.0,97.45,89.46,High
INT8446,5.4,1.37,69.18,50.72,Medium
INT8447,4.21,1.32,57.24,62.9,Medium
INT8448,5.89,2.57,68.57,65.05,Medium
INT8449,1.85,1.0,74.58,63.2,Medium
INT8450,5.26,,,57.43,Medium
INT8451,4.71,,37.4,47.33,Low
INT8452,1.6,4.04,20.02,74.83,Medium
INT8453,5.03,3.45,48.79,70.89,Medium
INT8454,3.5,2.85,37.05,46.42,Low
INT8455,6.28,4.28,72.88,71.43,Medium
INT8456,1.71,2.54,93.64,70.56,Medium
INT8457,5.16,1.7,54.3,46.71,Low
INT8458,3.2,5.0,51.52,68.72,Medium
INT8459,6.83,1.88,80.32,56.24,Medium
INT8460,2.64,2.8,66.55,71.61,Medium
INT8461,6.34,1.0,70.9,36.49,Low
INT8462,6.79,5.0,70.29,64.0,Medium
INT8463,2.45,5.0,54.33,74.04,Medium
INT8464,5.67,1.0,50.18,40.79,Low
INT8465,7.0,3.3,94.92,49.95,Low
INT8466,2.73,5.0,60.89,86.06,High
INT8467,3.88,,71.3,71.42,Medium
INT8468,,3.03,98.6,58.54,Medium
INT8469,2.38,1.49,91.34,78.07,High
INT8470,1.55,1.77,0.82,66.93,Medium
INT8471,2.73,1.07,52.57,80.03,High
INT8472,2.43,4.17,86.5,91.34,High
INT8473,,3.55,84.92,67.17,Medium
INT8474,1.94,1.0,88.04,80.51,High
INT8475,6.42,3.62,72.87,76.09,High
INT8476,4.9,4.1,58.8,62.9,Medium
INT8477,1.55,3.06,73.24,79.01,High
INT8478,4.53,3.65,82.39,53.89,Medium
INT8479,4.96,4.23,80.43,69.0,Medium
INT8480,6.48,3.1,19.57,51.08,Medium
INT8481,1.0,4.19,4.18,68.71,Medium
INT8482,2.66,5.0,98.26,98.93,High
INT8483,,2.53,57.59,67.32,Medium
INT8484,6.26,2.0,39.13,63.77,Medium
INT8485,5.71,1.15,88.38,69.81,Medium
INT8486,5.48,2.65,40.78,61.02,Medium
INT8487,1.89,1.54,37.02,60.45,Medium
INT8488,,1.22,73.36,62.4,Medium
INT8489,2.75,3.1,78.45,89.25,High
INT8490,2.25,2.61,0.08,79.02,High
INT8491,5.87,5.0,95.95,77.51,High
INT8492,1.62,1.0,64.23,58.82,Medium
INT8493,,2.83,83.07,73.21,Medium
INT8494,6.93,5.0,55.61,58.72,Medium
INT8495,1.99,2.87,69.61,79.28,High
INT8496,6.54,3.56,,74.64,Medium
INT8497,7.0,4.76,61.24,67.0,Medium
INT8498,4.82,3.06,79.49,53.97,Medium
INT8499,1.8,1.0,57.67,60.41,Medium
INT8500,3.32,1.0,55.14,54.77,Medium
INT8501,3.18,2.72,49.52,79.07,High
INT8502,3.31,1.0,83.75,66.2,Medium
INT8503,2.93,2.93,55.67,79.2,High
INT8504,6.68,1.0,95.89,55.6,Medium
INT8505,1.72,2.51,61.29,83.5,High
INT8506,5.54,3.08,56.0,66.67,Medium
INT8507,1.09,2.99,0.0,81.02,High
INT8508,5.0,4.76,58.48,66.18,Medium
INT8509,,2.15,54.53,28.29,Low
INT8510,2.77,2.44,89.89,72.48,Medium
INT8511,2.54,3.98,74.78,80.24,High
INT8512,5.0,1.0,69.43,57.93,Medium
INT8513,5.63,2.6,97.53,82.32,High
INT8514,5.47,2.63,68.55,80.14,High
INT8515,3.34,5.0,0.0,81.6,High
INT8516,2.08,2.3,42.56,62.59,Medium
INT8517,6.82,1.87,61.95,56.69,Medium
INT8518,6.51,4.18,74.94,46.34,Low
INT8519,3.73,1.8,,55.54,Medium
INT8520,6.04,2.17,75.8,47.77,Low
INT8521,4.05,1.08,83.46,57.86,Medium
INT8522,3.37,1.33,88.86,67.98,Medium
INT8523,1.9,3.64,85.51,74.95,Medium
INT8524,3.26,4.62,60.28,81.49,High
INT8525,3.97,1.0,27.15,54.3,Medium
INT8526,1.3,5.0,1.87,96.89,High
INT8527,3.28,2.72,59.95,54.02,Medium
INT8528,5.38,3.36,20.71,44.52,Low
INT8529,,2.88,76.35,61.81,Medium
INT8530,4.35,1.69,66.34,66.11,Medium
INT8531,6.09,1.0,87.81,44.04,Low
INT8532,1.47,1.0,4.48,66.15,Medium
INT8533,4.69,2.62,98.94,66.96,Medium
INT8534,,2.12,87.93,52.79,Medium
INT8535,4.1,3.65,52.88,72.6,Medium
INT8536,3.38,2.84,75.44,77.66,High
INT8537,1.35,3.24,78.13,62.99,Medium
INT8538,6.41,3.58,44.9,75.12,High
INT8539,3.92,1.0,47.57,56.44,Medium
INT8540,6.56,2.92,74.17,66.85,Medium
INT8541,4.97,5.0,68.4,70.97,Medium
INT8542,,5.0,63.57,72.82,Medium
INT8543,,2.79,97.31,68.19,Medium
INT8544,5.12,1.46,25.9,62.87,Medium
INT8545,3.86,1.34,53.17,53.49,Medium
INT8546,4.47,3.51,58.36,72.55,Medium
INT8547,5.99,2.65,92.86,64.88,Medium
INT8548,3.6,1.75,79.33,71.94,Medium
INT8549,2.92,4.0,62.26,93.34,High
INT8550,1.45,1.8,53.39,66.17,Medium
INT8551,6.0,5.0,0.0,71.48,Medium
INT8552,,5.0,77.53,90.22,High
INT8553,5.02,2.03,,56.69,Medium
INT8554,3.87,1.0,57.41,60.29,Medium
INT8555,3.56,3.25,78.7,66.32,Medium
INT8556,,3.98,4.23,75.04,High
INT8557,,2.24,,65.21,Medium
INT8558,4.72,4.16,74.92,65.06,Medium
INT8559,5.58,1.73,80.11,66.87,Medium
INT8560,6.12,2.74,51.61,69.78,Medium
INT8561,1.85,3.12,51.64,80.1,High
INT8562,6.46,4.38,,63.14,Medium
INT8563,4.86,1.8,59.66,47.81,Low
INT8564,6.35,3.29,6.12,55.42,Medium
INT8565,3.56,2.36,44.95,54.39,Medium
INT8566,4.15,5.0,99.09,89.47,High
INT8567,6.38,4.8,91.77,71.18,Medium
INT8568,6.64,3.03,33.57,59.74,Medium
INT8569,3.9,4.41,55.0,72.7,Medium
INT8570,3.06,3.83,55.86,70.3,Medium
INT8571,3.49,1.4,69.32,53.64,Medium
INT8572,3.14,1.0,65.04,63.11,Medium
INT8573,3.0,1.35,81.13,59.21,Medium
INT8574,2.61,1.9,74.22,79.52,High
INT8575,5.86,1.0,58.83,42.36,Low
INT8576,1.67,4.61,90.16,90.08,High
INT8577,4.7,,63.66,62.88,Medium
INT8578,1.72,2.64,91.02,81.77,High
INT8579,3.33,2.34,80.58,59.44,Medium
INT8580,1.64,,68.64,72.1,Medium
INT8581,2.91,1.0,52.03,59.67,Medium
INT8582,5.4,2.8,30.59,63.11,Medium
INT8583,6.68,1.8,64.86,49.07,Low
INT8584,2.55,,90.9,91.02,High
INT8585,4.11,3.84,78.74,79.09,High
INT8586,4.03,1.8,73.32,59.97,Medium
INT8587,6.32,2.88,51.18,64.21,Medium
INT8588,5.19,3.47,73.31,63.73,Medium
INT8589,4.29,2.99,82.22,76.08,High
INT8590,5.21,1.56,65.37,42.32,Low
INT8591,5.89,1.8,91.92,46.17,Low
INT8592,1.3,1.0,6.01,70.19,Medium
INT8593,3.47,3.26,46.35,59.0,Medium
INT8594,6.5,3.97,91.53,70.59,Medium
INT8595,5.31,1.95,74.37,64.82,Medium
INT8596,3.88,3.7,20.21,80.85,High
INT8597,3.9,1.0,53.89,45.52,Low
INT8598,3.36,1.8,84.98,54.66,Medium
INT8599,3.89,2.8,93.26,85.22,High
INT8600,4.43,3.72,90.37,60.45,Medium
INT8601,4.01,,82.78,68.12,Medium
INT8602,4.99,4.79,57.07,54.54,Medium
INT8603,6.33,1.0,54.7,38.03,Low
INT8604,2.36,4.37,39.94,85.68,High
INT8605,,1.3,92.75,64.64,Medium
INT8606,3.75,5.0,98.09,84.34,High
INT8607,5.6,2.34,62.07,73.89,Medium
INT8608,2.86,1.0,88.1,63.78,Medium
INT8609,4.9,5.0,78.69,81.36,High
INT8610,6.12,2.92,51.59,46.35,Low
INT8611,3.49,4.49,77.15,84.23,High
INT8612,6.81,2.63,90.3,43.66,Low
INT8613,7.0,4.22,63.81,54.14,Medium
INT8614,1.99,1.0,70.9,82.71,High
INT8615,2.5,4.9,61.81,86.7,High
INT8616,6.68,4.22,53.82,52.27,Medium
INT8617,6.56,1.0,23.09,46.06,Low
INT8618,1.09,4.0,91.85,96.7,High
INT8619,1.35,1.51,3.27,79.76,High
INT8620,1.75,1.8,,70.69,Medium
INT8621,6.81,3.23,76.56,59.74,Medium
INT8622,2.42,3.3,74.03,76.96,High
INT8623,3.57,2.56,90.35,69.49,Medium
INT8624,6.52,3.75,71.17,53.66,Medium
INT8625,1.0,5.0,7.81,100.0,High
INT8626,5.07,3.73,15.23,70.42,Medium
INT8627,2.61,2.24,81.82,60.78,Medium
INT8628,5.77,2.65,85.13,46.52,Low
INT8629,2.87,3.9,94.95,100.0,High
INT8630,5.52,3.71,61.22,66.34,Medium
INT8631,4.99,5.0,80.21,75.45,High
INT8632,2.52,1.0,71.66,71.49,Medium
INT8633,,5.0,8.4,86.95,High
INT8634,3.2,1.86,55.34,76.21,High
INT8635,3.06,1.98,27.65,63.28,Medium
INT8636,5.65,3.0,91.85,61.93,Medium
INT8637,5.73,5.0,61.7,67.09,Medium
INT8638,3.52,1.92,69.12,61.64,Medium
INT8639,4.59,4.11,91.42,80.87,High
INT8640,4.14,3.33,54.04,73.67,Medium
INT8641,5.76,5.0,81.24,70.94,Medium
INT8642,3.5,4.01,93.41,83.54,High
INT8643,,1.0,59.92,78.9,High
INT8644,2.73,3.33,68.64,68.31,Medium
INT8645,4.3,4.0,3.0,85.14,High
INT8646,3.48,1.96,71.37,70.15,Medium
INT8647,4.09,2.79,,66.26,Medium
INT8648,1.44,4.63,76.54,83.97,High
INT8649,5.03,,88.24,47.85,Low
INT8650,2.33,5.0,2.69,78.18,High
INT8651,2.43,,79.5,69.95,Medium
INT8652,2.99,,77.51,65.87,Medium
INT8653,2.15,3.83,80.5,95.0,High
INT8654,4.82,5.0,46.82,83.63,High
INT8655,3.24,5.0,63.31,91.81,High
INT8656,3.6,1.49,89.28,80.42,High
INT8657,4.65,5.0,60.98,75.71,High
INT8658,1.81,5.0,91.29,91.12,High
INT8659,2.05,5.0,24.67,76.45,High
INT8660,6.12,,57.99,74.27,Medium
INT8661,3.17,3.37,94.14,66.99,Medium
INT8662,3.18,4.57,55.06,84.81,High
INT8663,1.34,2.41,0.0,85.81,High
INT8664,3.52,4.71,89.93,72.46,Medium
INT8665,4.42,,75.19,46.52,Low
INT8666,4.81,2.96,65.44,66.31,Medium
INT8667,5.54,1.44,36.09,63.03,Medium
INT8668,1.91,2.99,98.43,100.0,High
INT8669,2.15,4.7,60.08,92.28,High
INT8670,5.83,5.0,78.98,74.55,Medium
INT8671,6.57,2.19,54.16,42.77,Low
INT8672,2.29,5.0,60.89,95.79,High
INT8673,4.48,2.62,,70.38,Medium
INT8674,2.2,3.41,65.13,87.33,High
INT8675,1.01,1.67,99.29,73.97,Medium
INT8676,3.36,2.02,75.04,70.32,Medium
INT8677,2.15,4.66,75.83,99.73,High
INT8678,5.27,4.59,51.82,67.33,Medium
INT8679,4.07,2.73,97.83,83.44,High
INT8680,1.81,2.19,58.71,85.48,High
INT8681,1.46,3.31,8.39,74.24,Medium
INT8682,5.53,5.0,,70.56,Medium
INT8683,2.37,3.27,70.78,82.27,High
INT8684,4.16,1.8,82.17,49.27,Low
INT8685,3.44,1.25,83.1,59.08,Medium
INT8686,4.51,2.23,27.72,41.11,Low
INT8687,2.62,4.7,74.98,78.04,High
INT8688,1.02,1.0,89.52,70.74,Medium
INT8689,2.4,1.0,72.16,76.7,High
INT8690,1.87,2.23,58.29,63.75,Medium
INT8691,3.7,4.0,65.66,68.04,Medium
INT8692,4.73,1.83,60.62,67.28,Medium
INT8693,2.17,4.54,56.29,80.47,High
INT8694,1.08,2.86,0.0,77.3,High
INT8695,4.17,4.46,77.05,63.53,Medium
INT8696,4.58,1.59,53.64,58.03,Medium
INT8697,6.74,5.0,50.09,65.05,Medium
INT8698,4.63,3.12,99.65,66.96,Medium
INT8699,3.86,1.04,98.21,67.11,Medium
INT8700,4.07,2.97,91.46,78.77,High
INT8701,6.27,2.24,63.32,45.23,Low
INT8702,,3.39,28.86,67.94,Medium
INT8703,3.13,1.31,91.68,67.55,Medium
INT8704,2.45,4.61,52.79,74.15,Medium
INT8705,2.51,2.78,60.28,52.11,Medium
INT8706,4.33,1.54,77.22,62.51,Medium
INT8707,5.29,1.0,58.92,49.82,Low
INT8708,4.09,4.0,25.69,89.32,High
INT8709,1.0,4.0,88.86,100.0,High
INT8710,5.58,1.0,87.79,60.34,Medium
INT8711,6.04,4.1,70.08,74.06,Medium
INT8712,3.04,4.6,21.2,74.22,Medium
INT8713,5.36,3.87,64.25,89.01,High
INT8714,3.82,2.24,29.03,78.91,High
INT8715,6.67,1.0,83.34,40.95,Low
INT8716,5.92,3.65,56.1,63.01,Medium
INT8717,3.99,4.74,85.28,71.36,Medium
INT8718,5.59,2.67,98.61,45.73,Low
INT8719,6.71,1.01,52.18,38.63,Low
INT8720,4.02,4.49,4.98,79.76,High
INT8721,2.75,2.7,5.92,86.65,High
INT8722,5.89,5.0,71.53,72.31,Medium
INT8723,2.14,5.0,33.93,88.25,High
INT8724,2.98,3.23,90.35,85.8,High
